Fiyat,İlan Tarihi,Net m²,Brüt m²,Oda Sayısı,Banyo Sayısı,Binadaki Kat Sayısı,Bulunduğu Kat,Bina Yaşı,Yapının Durumu,Isıtma Tipi,Kira Getirisi,Aidat,Kullanım Durumu,Krediye Uygun,Tapu Durumu,Görüntülü Ev Gezintisi,Mobilya Durumu,Tapu Durumu,Kimden,Parsel,Ada,Konut Şekli,Sehir
"<strong content=""4700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.700.000 TL</strong>",6 Aralık 2024,55,60m²,1+1,1,5,2,6-10 arası,İkinci El,Klima,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Sadece Beyaz Eşya,,,,,,Antalya
"<strong content=""2440000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.440.000 TL</strong>",6 Aralık 2024,50,55m²,1+1,1,5,5,16-20 arası,İkinci El,Klima,15.000  TL  (aylık),850  TL  (aylık),Boş,Hayır,,,,,,,,Tek Kat,Antalya
"<strong content=""3000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.000.000 TL</strong>",6 Aralık 2024,105,115m²,2+1,1,3,3,,Sıfır,Klima,,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""8400000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.400.000 TL</strong>",6 Aralık 2024,100,110m²,2+1,2,4,1,,Sıfır,Yerden Isıtma,,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""3120000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.120.000 TL</strong>",6 Aralık 2024,100,110m²,2+1,2,3,2,,,Klima,,,,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""9800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">9.800.000 TL</strong>",6 Aralık 2024,90,125m²,2+1,1,2,Giriş Katı,11-15 arası,İkinci El,Klima,,1.000  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyalı (Mobilyalı),Kat Mülkiyeti,,,,,Antalya
"<strong content=""3100000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.100.000 TL</strong>",6 Aralık 2024,90,100m²,2+1,1,3,Yüksek Giriş,,Sıfır,Klima,,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""3250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.250.000 TL</strong>",5 Aralık 2024,100,110m²,2+1,1,4,Ara Kat,1,Sıfır,Klima,20.000  TL  (aylık),100  TL  (aylık),Kiracılı,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""5850000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.850.000 TL</strong>",6 Aralık 2024,120,130m²,3+1,2,5,3,,Sıfır,Klima,,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""20300000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">20.300.000 TL</strong>",5 Aralık 2024,199,200m²,4+1,4,2,,0,,Klima,,,Boş,Evet,Kat İrtifakı,,Eşyalı (Mobilyalı),Kat İrtifakı,,,,,Antalya
"<strong content=""7140000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.140.000 TL</strong>",5 Aralık 2024,85,89m²,2+1,2,4,2,0,Sıfır,Klima,,,Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,,,,Ara Kat,Antalya
"<strong content=""3050000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.050.000 TL</strong>",5 Aralık 2024,100,110m²,2+1,1,3,1,,Sıfır,Klima,,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""2920000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.920.000 TL</strong>",6 Aralık 2024,80,90m²,2+1,1,3,2,,Sıfır,Klima,,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""11500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.500.000 TL</strong>",6 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,6,29611,,Antalya
"<strong content=""5750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.750.000 TL</strong>",5 Aralık 2024,65,75m²,1+1,1,5,2,5,,Klima,,1  TL  (aylık),Boş,Evet,,,,,,,,,Antalya
"<strong content=""7500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.500.000 TL</strong>",5 Aralık 2024,107,130m²,3+1,2,2,2,,Sıfır,Klima,,,Boş,Evet,,,,,,,,Çatı Dubleksi,Antalya
"<strong content=""18900000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">18.900.000 TL</strong>",5 Aralık 2024,178,183m²,3+1,1,9,Çatı Katı,,Sıfır,Klima,20.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""11340000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.340.000 TL</strong>",5 Aralık 2024,83,103m²,2+1,1,9,6,,Sıfır,Klima,18.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""7200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.200.000 TL</strong>",5 Aralık 2024,44,56m²,1+1,1,9,5,,Yapım Aşamasında,Klima,7.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""4590000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.590.000 TL</strong>",5 Aralık 2024,61,71m²,1+1,1,5,3,,Sıfır,Klima,14.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""7820000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.820.000 TL</strong>",5 Aralık 2024,45,55m²,1+1,1,5,4,,Sıfır,Klima,15.000  TL  (aylık),1.800  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""20700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">20.700.000 TL</strong>",5 Aralık 2024,140,178m²,3+1,2,9,9,,Sıfır,Klima,1  TL  (aylık),,Boş,Evet,,,,,,,,Çatı Dubleksi,Antalya
"<strong content=""23800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">23.800.000 TL</strong>",5 Aralık 2024,199,200m²,4+1,4,2,,,Sıfır,Klima,,,Boş,Evet,,,,,,,,Bahçe Dubleksi,Antalya
"<strong content=""14580000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">14.580.000 TL</strong>",5 Aralık 2024,90,110m²,2+1,1,10-20 arası,7,,Sıfır,Klima,18.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""11160000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.160.000 TL</strong>",5 Aralık 2024,67,90m²,1+1,1,10-20 arası,2,,Sıfır,Klima,1  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""13320000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">13.320.000 TL</strong>",5 Aralık 2024,88,93m²,2+1,1,3,Zemin Kat,,Sıfır,Klima,1  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""13320000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">13.320.000 TL</strong>",5 Aralık 2024,88,93m²,2+1,1,3,Zemin Kat,,Sıfır,Klima,1  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""10620000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.620.000 TL</strong>",5 Aralık 2024,85,102m²,2+1,1,9,4,,,Klima,,,Boş,Evet,,,,,,,,,Antalya
"<strong content=""5292000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.292.000 TL</strong>",5 Aralık 2024,54,55m²,1+1,1,10-20 arası,2,,,Klima,,,Boş,Evet,,,,,,,,,Antalya
"<strong content=""11520000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.520.000 TL</strong>",5 Aralık 2024,85,105m²,2+1,2,9,8,,Sıfır,Klima,10.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""14580000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">14.580.000 TL</strong>",5 Aralık 2024,138,143m²,2+1,1,10-20 arası,Çatı Katı,,Sıfır,Klima,20.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""1350000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.350.000 TL</strong>",7 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Antalya
"<strong content=""7480000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.480.000 TL</strong>",5 Aralık 2024,49,60m²,1+1,1,5,Ara Kat,,Sıfır,Klima,15.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""29700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">29.700.000 TL</strong>",5 Aralık 2024,209,215m²,3+1,1,3,3,,Sıfır,Klima,,,Boş,Evet,,,,,,,,Çatı Dubleksi,Antalya
"<strong content=""2000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.000.000 TL</strong>",5 Aralık 2024,85,,,,4,Bahçe katı,11-15 arası,,Klima,0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Hayır,,,,,,,,,Antalya
"<strong content=""5100000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.100.000 TL</strong>",5 Aralık 2024,51,54m²,1+1,1,4,3,,Sıfır,Klima,10.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""9520000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">9.520.000 TL</strong>",5 Aralık 2024,110,115m²,2+1,2,5,Çatı Katı,,Sıfır,Klima,30.000  TL  (aylık),,Boş,Evet,,,,,,,,,Antalya
"<strong content=""23800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">23.800.000 TL</strong>",5 Aralık 2024,190,200m²,4+1,4,2,,,Sıfır,Klima,1  TL  (aylık),1  TL  (aylık),Boş,Evet,,,,,,,,İkiz Ev,Antalya
"<strong content=""6950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.950.000 TL</strong>",5 Aralık 2024,110,120m²,2+1,2,3,2,6-10 arası,İkinci El,Yerden Isıtma,0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,,Antalya
"<strong content=""7000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.000.000 TL</strong>",5 Aralık 2024,50,55m²,1+1,1,5,4,,Sıfır,Klima,,,Boş,Evet,,,,,,3,983,Tek Kat,Antalya
"<strong content=""9540000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">9.540.000 TL</strong>",5 Aralık 2024,64,80m²,1+1,1,3,3,,Sıfır,Klima,,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""13090000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">13.090.000 TL</strong>",5 Aralık 2024,88,93m²,2+1,1,3,1,,Sıfır,Klima,1  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""6660000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.660.000 TL</strong>",5 Aralık 2024,69,79m²,2+1,1,4,3,,Sıfır,Klima,14.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""16200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">16.200.000 TL</strong>",5 Aralık 2024,,,,,,1,,,Klima,,,Boş,Evet,,,,,,,,,Antalya
"<strong content=""7920000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.920.000 TL</strong>",5 Aralık 2024,40,70m²,1+1,1,9,Giriş Katı,,Sıfır,Klima,18.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""5580000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.580.000 TL</strong>",5 Aralık 2024,50,70m²,1+1,1,6,5,,Sıfır,Klima,,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""5500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.500.000 TL</strong>",6 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,,,,Antalya
"<strong content=""10800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.800.000 TL</strong>",5 Aralık 2024,58,80m²,1+1,1,3,1,,Sıfır,Klima,1  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""13500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">13.500.000 TL</strong>",5 Aralık 2024,93,100m²,2+1,1,3,Zemin Kat,,Sıfır,Klima,1  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""12960000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.960.000 TL</strong>",5 Aralık 2024,93,98m²,2+1,1,3,1,,Sıfır,Klima,1  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""13500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">13.500.000 TL</strong>",5 Aralık 2024,85,100m²,2+1,1,3,1,,Sıfır,Klima,1  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""15120000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">15.120.000 TL</strong>",5 Aralık 2024,88,93m²,2+1,1,3,2,,Sıfır,Klima,1  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""2150000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.150.000 TL</strong>",4 Aralık 2024,145,155m²,3+1,1,5,5,11-15 arası,,Klima,,,Kiracılı,Evet,Kat Mülkiyeti,,,Kat Mülkiyeti,,,,En Üst Kat,Antalya
"<strong content=""800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">800.000 TL</strong>",6 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Antalya
"<strong content=""3500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.500.000 TL</strong>",5 Aralık 2024,39,40m²,1+1,1,4,Ground Floor,0,,Air Conditioner,,,Vacant,Yes,,,,,,,,,Antalya
"<strong content=""1150000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.150.000 TL</strong>",6 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Antalya
"<strong content=""2800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.800.000 TL</strong>",6 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Antalya
"<strong content=""3800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.800.000 TL</strong>",5 Aralık 2024,,,,,,,,,,,,,Evet,Müstakil Parsel,,,Müstakil Parsel,,,,,Antalya
"<strong content=""6500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.500.000 TL</strong>",3 Aralık 2024,130,150m²,3+1,2,2,1,0,Sıfır,Klima,,,Boş,Evet,Kat İrtifakı,,Sadece Mutfak,Kat İrtifakı,İnşaat Geliştirici,33,1518,Ara Kat,Antalya
"<strong content=""2120000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.120.000 TL</strong>",3 Aralık 2024,75,85m²,2+1,1,3,Yüksek Giriş,16-20 arası,,Klima,,,Boş,Hayır,,,,,,,,Giriş Kat,Antalya
"<strong content=""2500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.500.000 TL</strong>",5 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,,,,Antalya
"<strong content=""6750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.750.000 TL</strong>",5 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,,,,Antalya
"<strong content=""3780000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.780.000 TL</strong>",3 Aralık 2024,165,200m²,4+1,2,3,En Üst Kat,2,Sıfır,Klima,25.000  TL  (aylık),,Boş,Evet,,,,,,,,Dubleks,Antalya
"<strong content=""3150000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.150.000 TL</strong>",3 Aralık 2024,95,100m²,2+1,1,3,2,0,Sıfır,Klima,,,Boş,Evet,,,,,,,,,Antalya
"<strong content=""13500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">13.500.000 TL</strong>",3 Aralık 2024,200,220m²,5+1,3,2,Müstakil,16-20 arası,,Yerden Isıtma,,,Boş,Evet,Kat Mülkiyeti,,,Kat Mülkiyeti,,,,Dubleks,Antalya
"<strong content=""240000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">240.000.000 TL</strong>",3 Aralık 2024,1500,,,,5,,26-30 arası,,Klima,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,,,,,,,Antalya
"<strong content=""3620000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.620.000 TL</strong>",2 Aralık 2024,125,130m²,3+1,1,3,2,,Sıfır,Klima,,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""3700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.700.000 TL</strong>",2 Aralık 2024,50,60m²,1+1,1,5,1,,Sıfır,Klima,,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""3590000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.590.000 TL</strong>",2 Aralık 2024,118,135m²,3+1,1,3,2,,İkinci El,Klima,,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""7500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.500.000 TL</strong>",2 Aralık 2024,220,240m²,5+2,3,4,En Üst Kat,11-15 arası,İkinci El,Klima,25.000  TL  (aylık),500  TL  (aylık),Mülk Sahibi,Evet,,,,,,2,8892,Dubleks,Antalya
"<strong content=""21000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">21.000.000 TL</strong>",2 Aralık 2024,165,175m²,4+1,2,5,5,5,Sıfır,Klima,,,Boş,Evet,,,,,,6,1018,Dubleks,Antalya
"<strong content=""7325000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.325.000 TL</strong>",1 Aralık 2024,85,100m²,2+1,1,4,2,6-10 arası,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Hayır,,,,,,,,,Antalya
"<strong content=""4150000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.150.000 TL</strong>",1 Aralık 2024,122,142m²,3+1,1,10-20 arası,13,26-30 arası,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Hayır,,,,,,,,,Antalya
"<strong content=""21250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">21.250.000 TL</strong>",1 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,673,13604,,Antalya
"<strong content=""4500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.500.000 TL</strong>",3 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,,,,Antalya
"<strong content=""6500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.500.000 TL</strong>",1 Aralık 2024,160,,,,6,Yüksek Giriş,11-15 arası,,Klima,15.000  TL  (aylık),,Kiracılı,Hayır,,,,,,,,,Antalya
"<strong content=""4150000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.150.000 TL</strong>",1 Aralık 2024,122,142m²,3+1,1,10-20 arası,11,26-30 arası,İkinci El,Kombi (Doğalgaz),,400  TL  (aylık),Mülk Sahibi,Hayır,,,,,,,,Tek Kat,Antalya
"<strong content=""1130000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.130.000 TL</strong>",1 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,29,246,,Antalya
"<strong content=""1350000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.350.000 TL</strong>",1 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,51,278,,Antalya
"<strong content=""3750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.750.000 TL</strong>",1 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,192,263,,Antalya
"<strong content=""3750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.750.000 TL</strong>",30 Kasım 2024,120,130m²,3+1,1,8,6,26-30 arası,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Hayır,,,,,,,,,Antalya
"<strong content=""5500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.500.000 TL</strong>",30 Kasım 2024,110,120m²,3+1,1,8,6,16-20 arası,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,,Antalya
"<strong content=""2550000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.550.000 TL</strong>",30 Kasım 2024,55,60m²,1+1,1,3,1,,Sıfır,Klima,,,Boş,Hayır,,,,,,,,Tek Kat,Antalya
"<strong content=""3750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.750.000 TL</strong>",30 Kasım 2024,120,130m²,3+1,1,8,6,26-30 arası,İkinci El,Kombi (Doğalgaz),,500  TL  (aylık),Mülk Sahibi,Hayır,,,,,,,,Tek Kat,Antalya
"<strong content=""5500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.500.000 TL</strong>",30 Kasım 2024,110,120m²,3+1,1,8,6,16-20 arası,İkinci El,Kombi (Doğalgaz),,200  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""4500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.500.000 TL</strong>",29 Kasım 2024,115,140m²,2+1,2,3,Bahçe katı,6-10 arası,,Klima,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,Bahçe Dubleksi,Antalya
"<strong content=""2700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.700.000 TL</strong>",29 Kasım 2024,119,135m²,2+1,2,8,7,16-20 arası,İkinci El,Klima,0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,,Antalya
"<strong content=""13000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">13.000.000 TL</strong>",29 Kasım 2024,220,320m²,3+1,4,3,,,Sıfır,Klima,,,Boş,Evet,,,,,,,,,Antalya
"<strong content=""21000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">21.000.000 TL</strong>",29 Kasım 2024,390,,,,3,1,0,,Klima,0  TL  (aylık),0  TL  (aylık),Boş,Hayır,,,,,,,,,Antalya
"<strong content=""4245000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.245.000 TL</strong>",30 Kasım 2024,100,110m²,2+1,1,5,Yüksek Giriş,21-25 arası,İkinci El,Klima,,,Boş,Hayır,,,,,,,,Tek Kat,Antalya
"<strong content=""3000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.000.000 TL</strong>",29 Kasım 2024,,,,,,,,,,,,,Evet,,,,,,8,247,,Antalya
"<strong content=""2300000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.300.000 TL</strong>",30 Kasım 2024,40,45m²,1+1,1,3,2,,Sıfır,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""15000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">15.000.000 TL</strong>",29 Kasım 2024,305,,,,6,Giriş Katı,6-10 arası,,Klima,,,Kiracılı,Evet,İskanı Alınmış,,,İskanı Alınmış,Danışman,,,,Antalya
"<strong content=""26500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">26.500.000 TL</strong>",28 Kasım 2024,278,300m²,4+1,3,3,Müstakil,0,,Klima,0  TL  (aylık),0  TL  (aylık),Boş,Hayır,Hisseli Tapu,,Eşyasız,Hisseli Tapu,,,,Tripleks,Antalya
"<strong content=""4200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.200.000 TL</strong>",29 Kasım 2024,150,160m²,3+1,1,2,Yüksek Giriş,5,İkinci El,Klima,,,Mülk Sahibi,Evet,,,,,,5,25079,Tek Kat,Antalya
"<strong content=""4500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.500.000 TL</strong>",28 Kasım 2024,140,155m²,3+1,1,4,2,,Sıfır,Klima,,,Boş,Hayır,,,,,,,,Tek Kat,Antalya
"<strong content=""2850000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.850.000 TL</strong>",28 Kasım 2024,90,95m²,2+1,1,4,1,,New Building,Air Conditioner,,,Vacant,Hayır,,,,,,,,Tek Kat,Antalya
"<strong content=""12000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.000.000 TL</strong>",27 Kasım 2024,195,220m²,4+1,1,3,En Üst Kat,16-20 arası,İkinci El,Kombi (Doğalgaz),45.000  TL  (aylık),,Mülk Sahibi,Evet,,,,,,,,Çatı Dubleksi,Antalya
"<strong content=""2200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.200.000 TL</strong>",28 Kasım 2024,45,55m²,1+1,1,3,Yüksek Giriş,,Sıfır,Klima,,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""4500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.500.000 TL</strong>",27 Kasım 2024,140,150m²,3+1,2,3,1,1,İkinci El,Kombi (Doğalgaz),,,Mülk Sahibi,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""14000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">14.000.000 TL</strong>",27 Kasım 2024,180,220m²,4+1,5,2,,,Sıfır,Yerden Isıtma,,,Boş,Evet,,,,,,,,Dubleks,Antalya
"<strong content=""25487000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">25.487.000 TL</strong>",26 Kasım 2024,374,457m²,5+1,5,3,,0,Yapım Aşamasında,Yerden Isıtma,,,,Evet,,,Eşyasız,,,,,,Antalya
"<strong content=""4990000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.990.000 TL</strong>",25 Kasım 2024,85,105m²,2+1,1,2,Yüksek Giriş,0,Sıfır,Klima,,,Boş,Evet,,,Eşyasız,,Danışman,,,Giriş Kat,Antalya
"<strong content=""6350000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.350.000 TL</strong>",25 Kasım 2024,100,108m²,2+1,2,3,Bahçe katı,5,İkinci El,Klima,20.000  TL  (aylık),,Boş,Evet,Kat Mülkiyeti,,Eşyalı (Mobilyalı),Kat Mülkiyeti,,,,Bahçe Katı,Antalya
"<strong content=""4500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.500.000 TL</strong>",25 Kasım 2024,180,200m²,4+1,2,2,2,11-15 arası,İkinci El,Klima,23.000  TL  (aylık),20  TL  (aylık),Boş,Evet,,,,,,,,Çatı Dubleksi,Antalya
"<strong content=""2500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.500.000 TL</strong>",26 Kasım 2024,45,55m²,1+1,1,4,1,0,Sıfır,Klima,12.000  TL  (aylık),500  TL  (aylık),Boş,Evet,,,Eşyasız,,Danışman,,,Tek Kat,Antalya
