Fiyat,İlan Tarihi,Net m²,Brüt m²,Oda Sayısı,Banyo Sayısı,Binadaki Kat Sayısı,Bulunduğu Kat,Bina Yaşı,Yapının Durumu,Isıtma Tipi,Kira Getirisi,Aidat,Kullanım Durumu,Krediye Uygun,Tapu Durumu,Görüntülü Ev Gezintisi,Mobilya Durumu,Tapu Durumu,Kimden,Parsel,Ada,Konut Şekli,Sehir
"<strong content=""2625000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.625.000 TL</strong>",11 Aralık 2024,100,105m²,2+1,1,6,6,,Sıfır,Kombi (Doğalgaz),,,Boş,Hayır,,,,,,,,,Izmir
"<strong content=""3950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.950.000 TL</strong>",10 Aralık 2024,127,140m²,3+1,1,4,4,26-30 arası,İkinci El,Kombi (Doğalgaz),,,Mülk Sahibi,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,En Üst Kat,Izmir
"<strong content=""9500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">9.500.000 TL</strong>",10 Aralık 2024,120,130m²,3+1,2,2,,11-15 arası,,Klima,0  TL  (aylık),0  TL  (aylık),Boş,Hayır,Kat İrtifakı,,Eşyasız,Kat İrtifakı,,,,,Izmir
"<strong content=""1690000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.690.000 TL</strong>",12 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Izmir
"<strong content=""5250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.250.000 TL</strong>",10 Aralık 2024,70,80m²,2+1,2,2,Yüksek Giriş,21-25 arası,İkinci El,Klima,0  TL  (aylık),500  TL  (aylık),,Hayır,Kat İrtifakı,,Eşyasız,Kat İrtifakı,,,,,Izmir
"<strong content=""9750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">9.750.000 TL</strong>",10 Aralık 2024,160,240m²,4+1,3,,,0,Sıfır,Yerden Isıtma,,,Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Bahçe Dubleksi,Izmir
"<strong content=""2950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.950.000 TL</strong>",10 Aralık 2024,55,60m²,2+1,1,5,En Üst Kat,6-10 arası,İkinci El,Kombi (Doğalgaz),20.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Izmir
"<strong content=""16500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">16.500.000 TL</strong>",10 Aralık 2024,235,250m²,5+1,3,4,,,,Combi Boiler (Natural Gas),,,,Yes,,,,,,,,,Izmir
"<strong content=""2850000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.850.000 TL</strong>",10 Aralık 2024,,,,,,,,,,,,,Evet,Hisseli Tapu,,,Hisseli Tapu,,194,6,,Izmir
"<strong content=""7800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.800.000 TL</strong>",10 Aralık 2024,,,,,,,,,,,,,Evet,Müstakil Parsel,,,Müstakil Parsel,,3,401,,Izmir
"<strong content=""4500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.500.000 TL</strong>",10 Aralık 2024,38,,,,,Giriş Katı,,,Kombi (Elektrikli),0  TL  (aylık),0  TL  (aylık),Boş,Evet,Kat İrtifakı,,,Kat İrtifakı,,,,,Izmir
"<strong content=""2400000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.400.000 TL</strong>",10 Aralık 2024,125,135m²,3+1,1,4,,,,,,,,Hayır,,,,,,,,,Izmir
"<strong content=""16000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">16.000.000 TL</strong>",9 Aralık 2024,178,200m²,3+1,1,8,6,31-35 arası,İkinci El,Merkezi Sistem,,,Boş,Evet,Kat Mülkiyeti,,,Kat Mülkiyeti,Danışman,,,Ara Kat,Izmir
"<strong content=""2950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.950.000 TL</strong>",10 Aralık 2024,65,75m²,2+1,1,1,Bahçe katı,26-30 arası,İkinci El,Kombi (Elektrikli),18.000  TL  (aylık),100  TL  (aylık),Boş,Evet,,,Eşyalı (Mobilyalı),,,,,,Izmir
"<strong content=""3800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.800.000 TL</strong>",10 Aralık 2024,141,170m²,3+1,2,4,Ara Kat,11-15 arası,,Kombi (Doğalgaz),25.000  TL  (aylık),,Mülk Sahibi,Evet,,,,,,,,,Izmir
"<strong content=""2400000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.400.000 TL</strong>",10 Aralık 2024,58,65m²,1+1,1,4,3,5,İkinci El,Kombi (Doğalgaz),10.000  TL  (aylık),250  TL  (aylık),Kiracılı,Evet,,,,,,,,Tek Kat,Izmir
"<strong content=""5750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.750.000 TL</strong>",9 Aralık 2024,150,312m²,5+1,2,3,Komple,4,Sıfır,Yok,0  TL  (aylık),1  TL  (aylık),Boş,Evet,Kat İrtifakı,,Eşyasız,Kat İrtifakı,Danışman,,,Tripleks,Izmir
"<strong content=""9500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">9.500.000 TL</strong>",9 Aralık 2024,150,250m²,4+1,4,3,Detached,4,New Building,None,1  TL  (aylık),1.000  TL  (aylık),Vacant,Yes,Construction Servitude,,Unfurnished,Construction Servitude,Agent,,,Triplex,Izmir
"<strong content=""7000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.000.000 TL</strong>",9 Aralık 2024,50,74m²,1+1,1,20 ve üzeri,10,,,Merkezi Sistem (Isı Payı Ölçer),,,Mülk Sahibi,Evet,,,,,,,,Tek Kat,Izmir
"<strong content=""36000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">36.000.000 TL</strong>",11 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Izmir
"<strong content=""6050000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.050.000 TL</strong>",9 Aralık 2024,,,,,,,,,,,,,Yes,Detached Plot,,,Detached Plot,,1,403,,Izmir
"<strong content=""2495000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.495.000 TL</strong>",9 Aralık 2024,89,95m²,2+1,1,3,1,4,İkinci El,Klima,,,Mülk Sahibi,Evet,,,,,,9,125,,Izmir
"<strong content=""16800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">16.800.000 TL</strong>",9 Aralık 2024,126,148m²,3+1,1,2,,2,İkinci El,Kombi (Doğalgaz),,,Boş,Evet,,,,,,8,3359,Giriş Kat,Izmir
"<strong content=""1650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.650.000 TL</strong>",9 Aralık 2024,30,40m²,1+1,1,4,Yüksek Giriş,6-10 arası,İkinci El,Soba (Kömür),8.000  TL  (aylık),100  TL  (aylık),Kiracılı,Evet,,,,,,5,127,Tek Kat,Izmir
"<strong content=""15000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">15.000.000 TL</strong>",9 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,9,145,,Izmir
"<strong content=""7500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.500.000 TL</strong>",9 Aralık 2024,220,240m²,4+1,3,3,,,,Yerden Isıtma,,,,Evet,,,,,,,,,Izmir
"<strong content=""17500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">17.500.000 TL</strong>",9 Aralık 2024,300,320m²,4+1,5,4,Bahçe katı,4,,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,,Izmir
"<strong content=""10000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.000.000 TL</strong>",9 Aralık 2024,205,215m²,4+1,2,3,,4,,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,,Izmir
"<strong content=""11000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.000.000 TL</strong>",9 Aralık 2024,200,210m²,4+1,3,3,,1,,Combi Boiler (Natural Gas),,,,Yes,,,,,,,,,Izmir
"<strong content=""16500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">16.500.000 TL</strong>",9 Aralık 2024,225,235m²,4+1,3,3,,,,Kombi (Doğalgaz),,,,Evet,,,,,,,,,Izmir
"<strong content=""27500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">27.500.000 TL</strong>",9 Aralık 2024,238,250m²,4+1,4,3,,,,Kombi (Doğalgaz),,,,Evet,,,,,,,,,Izmir
"<strong content=""24000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">24.000.000 TL</strong>",9 Aralık 2024,235,245m²,5+1,3,3,,,,Kombi (Doğalgaz),,,,Evet,,,,,,,,,Izmir
"<strong content=""15000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">15.000.000 TL</strong>",9 Aralık 2024,325,350m²,5+2,3,4,,1,,Kombi (Doğalgaz),,,,Evet,,,,,,,,,Izmir
"<strong content=""14000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">14.000.000 TL</strong>",9 Aralık 2024,140,160m²,3+1,2,2,Bahçe katı,,,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,,Izmir
"<strong content=""10000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.000.000 TL</strong>",9 Aralık 2024,200,220m²,4+1,3,3,,2,,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,,Izmir
"<strong content=""7000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.000.000 TL</strong>",9 Aralık 2024,160,175m²,3+1,1,3,,21-25 arası,,Kombi (Doğalgaz),,,,Evet,,,,,,,,,Izmir
"<strong content=""6250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.250.000 TL</strong>",9 Aralık 2024,125,145m²,3+1,2,4,3,11-15 arası,,Kombi (Doğalgaz),,2  TL  (aylık),Kiracılı,Evet,,,,,,,,,Izmir
"<strong content=""20500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">20.500.000 TL</strong>",9 Aralık 2024,150,190m²,3+1,3,2,Garden Floor,5,,Central System,,,Vacant,Yes,,,,,,,,,Izmir
"<strong content=""29750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">29.750.000 TL</strong>",9 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,Danışman,5,12000,,Izmir
"<strong content=""4500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.500.000 TL</strong>",9 Aralık 2024,,,,,,,,,,,,,Evet,Müstakil Parsel,,,Müstakil Parsel,,172,2345,,Izmir
"<strong content=""4650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.650.000 TL</strong>",9 Aralık 2024,105,145m²,3+1,2,10-20 arası,9,,,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Hayır,,,,,,,,,Izmir
"<strong content=""12000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.000.000 TL</strong>",8 Aralık 2024,160,200m²,3+1,1,2,Müstakil,0,Sıfır,Yok,1  TL  (aylık),1  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,İkiz Ev,Izmir
"<strong content=""2850000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.850.000 TL</strong>",8 Aralık 2024,60,75m²,1+1,1,2,2,6-10 arası,İkinci El,Klima,0  TL  (aylık),100  TL  (aylık),Kiracılı,Evet,Arsa Tapulu,,,Arsa Tapulu,,,,,Izmir
"<strong content=""2500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.500.000 TL</strong>",9 Aralık 2024,40,75m²,1+1,1,10-20 arası,3,,,Yerden Isıtma,,,Boş,Hayır,,,,,,,,,Izmir
"<strong content=""4250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.250.000 TL</strong>",9 Aralık 2024,103,145m²,3+1,2,9,8,,,Yerden Isıtma,,,Boş,Hayır,,,,,,,,,Izmir
"<strong content=""49000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">49.000.000 TL</strong>",9 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,,,,Izmir
"<strong content=""89000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">89.000.000 TL</strong>",8 Aralık 2024,,,,,,,,,,,,,Evet,Müstakil Parsel,,,Müstakil Parsel,,,,,Izmir
"<strong content=""7500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.500.000 TL</strong>",8 Aralık 2024,180,190m²,3+1,3,3,,4,,Kombi (Doğalgaz),,,,Evet,,,,,,,,,Izmir
"<strong content=""13750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">13.750.000 TL</strong>",8 Aralık 2024,,,,,,,,,,,,,Evet,Müstakil Parsel,,,Müstakil Parsel,Danışman,,,,Izmir
"<strong content=""645000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">645.000 TL</strong>",9 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Izmir
"<strong content=""7950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.950.000 TL</strong>",9 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,,,,Izmir
"<strong content=""12900000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.900.000 TL</strong>",7 Aralık 2024,170,220m²,3+1,2,3,1,0,,Yok,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,,Izmir
"<strong content=""2675000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.675.000 TL</strong>",7 Aralık 2024,75,80m²,2+1,1,1,Müstakil,6-10 arası,İkinci El,Soba (Kömür),,,Mülk Sahibi,Evet,Arsa Tapulu,,Eşyalı (Mobilyalı),Arsa Tapulu,Danışman,,,Tek Kat,Izmir
"<strong content=""7500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.500.000 TL</strong>",7 Aralık 2024,290,291m²,4+1,2,3,Müstakil,16-20 arası,İkinci El,Yok,1  TL  (aylık),750  TL  (aylık),Boş,Evet,Arsa Tapulu,,Eşyalı (Mobilyalı),Arsa Tapulu,Danışman,,,Tripleks,Izmir
"<strong content=""1100000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.100.000 TL</strong>",8 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,2,263,,Izmir
"<strong content=""1390000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.390.000 TL</strong>",8 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,14,205,,Izmir
"<strong content=""2300000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.300.000 TL</strong>",7 Aralık 2024,100,105m²,3+1,1,4,3,21-25 arası,İkinci El,Yok,,,Boş,Evet,,,,,,,,,Izmir
"<strong content=""2650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.650.000 TL</strong>",7 Aralık 2024,70,75m²,2+1,1,1,,0,,Yok,0  TL  (aylık),0  TL  (aylık),Boş,Hayır,,,Eşyasız,,,,,,Izmir
"<strong content=""2500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.500.000 TL</strong>",7 Aralık 2024,58,60m²,2+1,1,2,1,0,,Yok,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,,Izmir
"<strong content=""5950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.950.000 TL</strong>",6 Aralık 2024,115,135m²,3+1,2,6,2,6-10 arası,İkinci El,Merkezi Sistem (Isı Payı Ölçer),0  TL  (aylık),0  TL  (aylık),Boş,Evet,Kat İrtifakı,,Eşyasız,Kat İrtifakı,Danışman,9,60290,Ara Kat,Izmir
"<strong content=""4590000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.590.000 TL</strong>",6 Aralık 2024,128,145m²,5+1,2,5,5,0,Sıfır,,0  TL  (aylık),0  TL  (aylık),Boş,Evet,Kat İrtifakı,,Eşyasız,Kat İrtifakı,Danışman,,,Çatı Dubleksi,Izmir
"<strong content=""750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">750.000 TL</strong>",7 Aralık 2024,,,,,,,,,,,,,Hayır,Hisseli Tapu,,,Hisseli Tapu,,2,195,,Izmir
"<strong content=""8500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.500.000 TL</strong>",6 Aralık 2024,,,,,,,,,,,,,Hayır,Müstakil Parsel,,,Müstakil Parsel,Danışman,1515,506149,,Izmir
"<strong content=""7000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.000.000 TL</strong>",6 Aralık 2024,130,145m²,3+1,1,2,Müstakil,1,Sıfır,Klima,35.000  TL  (aylık),,Mülk Sahibi,Evet,Kat İrtifakı,,Eşyasız,Kat İrtifakı,Danışman,,,Dubleks,Izmir
"<strong content=""1450000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.450.000 TL</strong>",7 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,37,1634,,Izmir
"<strong content=""3150000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.150.000 TL</strong>",6 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,2,159,,Izmir
"<strong content=""89300000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">89.300.000 TL</strong>",6 Aralık 2024,,,,,,,,,,,,,Evet,Müstakil Parsel,,,Müstakil Parsel,Danışman,118,1115,,Izmir
"<strong content=""11000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.000.000 TL</strong>",6 Aralık 2024,215,225m²,5+1,3,3,,,,Kombi (Doğalgaz),,,,Evet,,,,,,,,,Izmir
"<strong content=""25000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">25.000.000 TL</strong>",6 Aralık 2024,265,280m²,5+1,4,4,,,,Yerden Isıtma,,,,Evet,,,,,,,,,Izmir
"<strong content=""5250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.250.000 TL</strong>",6 Aralık 2024,125,135m²,3+1,2,6,3,,Sıfır,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Izmir
"<strong content=""3750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.750.000 TL</strong>",6 Aralık 2024,85,95m²,2+1,1,6,3,,Sıfır,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Izmir
"<strong content=""7000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.000.000 TL</strong>",5 Aralık 2024,175,185m²,3+1,2,6,6,4,,Merkezi Sistem (Isı Payı Ölçer),0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Evet,,,Eşyasız,,Danışman,,,En Üst Kat,Izmir
"<strong content=""33000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">33.000.000 TL</strong>",5 Aralık 2024,150,168m²,3+1,2,2,,0,Sıfır,Yok,,,Boş,Evet,Müstakil Parsel,,,Müstakil Parsel,,,,Bahçe Dubleksi,Izmir
"<strong content=""25000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">25.000.000 TL</strong>",6 Aralık 2024,325,375m²,6+1,3,4,,,,,,,,Evet,,,,,,,,,Izmir
"<strong content=""4900000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.900.000 TL</strong>",5 Aralık 2024,70,80m²,2+1,1,1,Müstakil,0,Sıfır,Klima,,,Boş,Hayır,Hisseli Tapu,,Eşyasız,Hisseli Tapu,Danışman,,,Tek Kat,Izmir
"<strong content=""18750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">18.750.000 TL</strong>",5 Aralık 2024,150,170m²,4+1,3,3,Bahçe katı,0,Sıfır,Yerden Isıtma,,,Boş,Evet,Müstakil Parsel,,,Müstakil Parsel,Danışman,,,,Izmir
"<strong content=""4800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.800.000 TL</strong>",6 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,14,779,,Izmir
"<strong content=""2625000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.625.000 TL</strong>",6 Aralık 2024,55,65m²,1+1,1,4,3,,,Kombi (Doğalgaz),,,,Hayır,,,,,,,,,Izmir
"<strong content=""1200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.200.000 TL</strong>",6 Aralık 2024,,,,,,,,,,,,,Hayır,Hisseli Tapu,,,Hisseli Tapu,,,,,Izmir
"<strong content=""5900000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.900.000 TL</strong>",6 Aralık 2024,,,,,,,,,,,,,Hayır,Müstakil Parsel,,,Müstakil Parsel,Danışman,,,,Izmir
"<strong content=""4300000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.300.000 TL</strong>",5 Aralık 2024,97,110m²,3+1,1,5,2,Between 26-30,Second Hand,Combi Boiler (Natural Gas),0  TL  (aylık),100  TL  (aylık),Occupied By Property Owner,Hayır,Land Title,,,Land Title,,,,Intermediate Floor,Izmir
"<strong content=""3200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.200.000 TL</strong>",6 Aralık 2024,95,102m²,2+1,1,4,1,11-15 arası,,Kombi (Doğalgaz),,,Kiracılı,Evet,,,,,,,,,Izmir
"<strong content=""5500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.500.000 TL</strong>",5 Aralık 2024,259,260m²,3+1,1,1,,,,Kombi (Doğalgaz),,,,Hayır,,,,,,,,,Izmir
"<strong content=""35000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">35.000.000 TL</strong>",5 Aralık 2024,80,109m²,1+1,1,9,5,,,Merkezi Sistem,,,Boş,Hayır,,,,,,,,,Izmir
"<strong content=""11800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.800.000 TL</strong>",5 Aralık 2024,150,180m²,3+1,2,9,4,11-15 arası,İkinci El,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Izmir
"<strong content=""15750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">15.750.000 TL</strong>",5 Aralık 2024,150,223m²,2+1,2,4,Müstakil,21-25 arası,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Hayır,Arsa Tapulu,,,Arsa Tapulu,,,,,Izmir
"<strong content=""3650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.650.000 TL</strong>",5 Aralık 2024,,,,,,,,,,,,,Evet,Kat Mülkiyeti,,,Kat Mülkiyeti,Danışman,,,,Izmir
"<strong content=""13000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">13.000.000 TL</strong>",5 Aralık 2024,105,125m²,4+1,2,2,,0,Sıfır,Yerden Isıtma,,,Boş,Hayır,Kat İrtifakı,,,Kat İrtifakı,Danışman,,,,Izmir
"<strong content=""9700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">9.700.000 TL</strong>",5 Aralık 2024,105,132m²,2+1,2,20 ve üzeri,Giriş Katı,40 ve üzeri,İkinci El,Kombi (Doğalgaz),40.000  TL  (aylık),,,Evet,,,,,,,,Tek Kat,Izmir
"<strong content=""11000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.000.000 TL</strong>",5 Aralık 2024,215,400m²,6+1,3,3,3,21-25 arası,İkinci El,Yerden Isıtma,,,Mülk Sahibi,Evet,,,,,,,,,Izmir
"<strong content=""11000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.000.000 TL</strong>",5 Aralık 2024,215,400m²,6+1,3,3,3,21-25 arası,İkinci El,Yerden Isıtma,,,Mülk Sahibi,Evet,,,,,,,,,Izmir
"<strong content=""11000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.000.000 TL</strong>",5 Aralık 2024,215,400m²,6+1,3,3,3,21-25 arası,İkinci El,Yerden Isıtma,,,Mülk Sahibi,Evet,,,,,,,,,Izmir
"<strong content=""3650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.650.000 TL</strong>",4 Aralık 2024,110,160m²,3+1,1,4,1,31-35 arası,İkinci El,Kombi (Doğalgaz),30.000  TL  (aylık),150  TL  (aylık),Boş,Evet,Kat İrtifakı,,Eşyasız,Kat İrtifakı,Danışman,2,6555,Ara Kat,Izmir
"<strong content=""1250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.250.000 TL</strong>",5 Aralık 2024,,,,,,,,,,,,,Hayır,Müstakil Parsel,,,Müstakil Parsel,Danışman,,,,Izmir
"<strong content=""4250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.250.000 TL</strong>",5 Aralık 2024,180,220m²,4+1,1,3,2,26-30 arası,,Yok,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""895000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">895.000 TL</strong>",5 Aralık 2024,,,,,7,3,26-30 arası,,Klima,8.000  TL  (aylık),760  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,,Izmir
"<strong content=""13500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">13.500.000 TL</strong>",5 Aralık 2024,,,,,,,,,,,,,Hayır,Hisseli Tapu,,,Hisseli Tapu,Danışman,34,1359,,Izmir
"<strong content=""2650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.650.000 TL</strong>",4 Aralık 2024,115,135m²,3+1,1,,,,,,,,,Hayır,,,,,,,,,Izmir
"<strong content=""3750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.750.000 TL</strong>",4 Aralık 2024,125,140m²,3+1,1,6,1,31-35 arası,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Boş,Hayır,Arsa Tapulu,,,Arsa Tapulu,,,,,Izmir
"<strong content=""12400000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.400.000 TL</strong>",4 Aralık 2024,120,145m²,3+1,2,7,6,6-10 arası,İkinci El,Merkezi Sistem (Isı Payı Ölçer),,3.500  TL  (aylık),Boş,Evet,,,,,,,,,Izmir
"<strong content=""5200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.200.000 TL</strong>",4 Aralık 2024,70,90m²,2+1,2,2,,26-30 arası,İkinci El,Yok,40.000  TL  (aylık),600  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,Giriş Kat,Izmir
"<strong content=""6250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.250.000 TL</strong>",4 Aralık 2024,94,115m²,3+1,2,20 ve üzeri,20 ve üzeri,,Sıfır,Kombi (Doğalgaz),35.000  TL  (aylık),,,Evet,,,,,,,,Tek Kat,Izmir
"<strong content=""3750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.750.000 TL</strong>",4 Aralık 2024,54,83m²,1+1,1,20 ve üzeri,4,3,,Merkezi Sistem (Isı Payı Ölçer),,3.000  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Izmir
"<strong content=""11500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.500.000 TL</strong>",4 Aralık 2024,96,156m²,2+1,2,7,Bahçe katı,6-10 arası,İkinci El,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Bahçe Katı,Izmir
