Fiyat,İlan Tarihi,Net m²,Brüt m²,Oda Sayısı,Banyo Sayısı,Binadaki Kat Sayısı,Bulunduğu Kat,Bina Yaşı,Yapının Durumu,Isıtma Tipi,Kira Getirisi,Aidat,Kullanım Durumu,Krediye Uygun,Tapu Durumu,Görüntülü Ev Gezintisi,Mobilya Durumu,Tapu Durumu,Kimden,Parsel,Ada,Konut Şekli,Sehir
"<strong content=""20950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">20.950.000 TL</strong>",18 Aralık 2024,115,140m²,3+1,2,9,5,4,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,,,,,,,Istanbul
"<strong content=""2200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.200.000 TL</strong>",19 Aralık 2024,50,60m²,1+1,1,3,Yüksek Giriş,0,Sıfır,Kombi (Doğalgaz),15.000  TL  (aylık),100  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Ara Kat,Istanbul
"<strong content=""26250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">26.250.000 TL</strong>",19 Aralık 2024,240,260m²,4+2,3,2,2,0,Sıfır,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,,,,,Istanbul
"<strong content=""14875000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">14.875.000 TL</strong>",19 Aralık 2024,80,100m²,2+1,1,9,7,6-10 arası,İkinci El,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""8500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.500.000 TL</strong>",19 Aralık 2024,55,65m²,1+1,1,20 ve üzeri,12,11-15 arası,İkinci El,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""13550000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">13.550.000 TL</strong>",19 Aralık 2024,240,260m²,5+1,3,3,,21-25 arası,İkinci El,Kombi (Doğalgaz),50.000  TL  (aylık),750  TL  (aylık),Boş,Evet,,,,,,,,Tripleks,Istanbul
"<strong content=""23500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">23.500.000 TL</strong>",19 Aralık 2024,135,185m²,3+1,2,8,5,2,İkinci El,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""6000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.000.000 TL</strong>",19 Aralık 2024,58,80m²,1+1,1,20 ve üzeri,2,5,İkinci El,Merkezi Sistem (Isı Payı Ölçer),,,Mülk Sahibi,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""8000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.000.000 TL</strong>",19 Aralık 2024,80,110m²,2+1,2,6,2,,Sıfır,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""30000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">30.000.000 TL</strong>",19 Aralık 2024,175,200m²,3+1,2,20 ve üzeri,,5,İkinci El,Merkezi Sistem (Isı Payı Ölçer),,10.000  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""13500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">13.500.000 TL</strong>",19 Aralık 2024,105,110m²,3+1,1,4,1,31-35 arası,,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,,Istanbul
"<strong content=""2750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.750.000 TL</strong>",19 Aralık 2024,67,80m²,2+1,1,4,4,21-25 arası,,Soba (Doğalgaz),,,Mülk Sahibi,Hayır,,,,,,,,Tek Kat,Istanbul
"<strong content=""137250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">137.250.000 TL</strong>",19 Aralık 2024,,,,,,,,,,,,,Evet,,,,,Danışman,,,,Istanbul
"<strong content=""137250999"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">137.250.999 TL</strong>",19 Aralık 2024,,,,,,,,,,,,,Evet,,,,,Danışman,,,,Istanbul
"<strong content=""137500500"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">137.500.500 TL</strong>",19 Aralık 2024,,,,,,,,,,,,,Evet,Müstakil Parsel,,,Müstakil Parsel,Danışman,,,,Istanbul
"<strong content=""129000500"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">129.000.500 TL</strong>",19 Aralık 2024,,,,,,,,,,,,,Evet,,,,,Danışman,,,,Istanbul
"<strong content=""218000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">218.000.000 TL</strong>",19 Aralık 2024,,,,,,,,,,,,,Evet,Müstakil Parsel,,,Müstakil Parsel,Danışman,,,,Istanbul
"<strong content=""250000999"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">250.000.999 TL</strong>",19 Aralık 2024,,,,,,,,,,,,,Evet,,,,,Danışman,240,,,Istanbul
"<strong content=""250000500"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">250.000.500 TL</strong>",19 Aralık 2024,,,,,,,,,,,,,Evet,,,,,Danışman,240,,,Istanbul
"<strong content=""216000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">216.000.000 TL</strong>",19 Aralık 2024,,,,,,,,,,,,,Evet,Müstakil Parsel,,,Müstakil Parsel,Danışman,,,,Istanbul
"<strong content=""201000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">201.000.000 TL</strong>",19 Aralık 2024,,,,,,,,,,,,,Evet,Müstakil Parsel,,,Müstakil Parsel,Danışman,,,,Istanbul
"<strong content=""188925000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">188.925.000 TRY</strong>",,,,,,,,,,,,,,,,,,,,,,,Istanbul
"<strong content=""430000999"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">430.000.999 TRY</strong>",,,,,,,,,,,,,,,,,,,,,,,Istanbul
"<strong content=""139000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">139.000.000 TRY</strong>",,,,,,,,,,,,,,,,,,,,,,,Istanbul
"<strong content=""312000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">312.000.000 TL</strong>",19 Aralık 2024,,,,,,,,,,,,,Evet,Müstakil Parsel,,,Müstakil Parsel,Danışman,,,,Istanbul
"<strong content=""470000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">470.000.000 TL</strong>",19 Aralık 2024,,,,,,,,,,,,,Evet,,,,,Danışman,,,,Istanbul
"<strong content=""430000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">430.000.000 TL</strong>",19 Aralık 2024,,,,,,,,,,,,,Evet,,,,,Danışman,,,,Istanbul
"<strong content=""218000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">218.000.000 TRY</strong>",,,,,,,,,,,,,,,,,,,,,,,Istanbul
"<strong content=""137500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">137.500.000 TL</strong>",19 Aralık 2024,,,,,,,,,,,,,Evet,,,,,Danışman,,,,Istanbul
"<strong content=""1750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.750.000 TL</strong>",19 Aralık 2024,120,130m²,3+1,1,5,2,31-35 arası,İkinci El,Kombi (Doğalgaz),16.000  TL  (aylık),200  TL  (aylık),Kiracılı,Evet,Kat İrtifakı,,Eşyasız,Kat İrtifakı,Danışman,,,Ara Kat,Istanbul
"<strong content=""15500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">15.500.000 TRY</strong>",,190,,,,,,,,,,,,,,,,,,,,,Istanbul
"<strong content=""5100000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.100.000 TRY</strong>",,75,,,,,,,,,,,,,,,,,,,,,Istanbul
"<strong content=""23950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">23.950.000 TRY</strong>",,90,,,,,,,,,,,,,,,,,,,,,Istanbul
"<strong content=""23950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">23.950.000 TRY</strong>",,90,,,,,,,,,,,,,,,,,,,,,Istanbul
"<strong content=""1750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.750.000 TL</strong>",19 Aralık 2024,95,100m²,2+1,1,5,3,26-30 arası,İkinci El,Kombi (Doğalgaz),15.000  TL  (aylık),200  TL  (aylık),Kiracılı,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""22950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">22.950.000 TRY</strong>",,95,,,,,,,,,,,,,,,,,,,,,Istanbul
"<strong content=""3700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.700.000 TL</strong>",19 Aralık 2024,95,100m²,2+1,1,5,2,11-15 arası,İkinci El,Kombi (Doğalgaz),20.000  TL  (aylık),200  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""23950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">23.950.000 TRY</strong>",,90,,,,,,,,,,,,,,,,,,,,,Istanbul
"<strong content=""16000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">16.000.000 TL</strong>",18 Aralık 2024,120,140m²,3+1,1,6,2,31-35 arası,İkinci El,Kombi (Doğalgaz),,,Boş,Hayır,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,26,18,Ara Kat,Istanbul
"<strong content=""80000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">80.000.000 TL</strong>",19 Aralık 2024,400,540m²,10 ve üzeri,6 ve üzeri,20 ve üzeri,20 ve üzeri,6-10 arası,İkinci El,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,Kat Mülkiyeti,,,Kat Mülkiyeti,Danışman,,,Ara Kat,Istanbul
"<strong content=""26750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">26.750.000 TRY</strong>",,134,,,,,,,,,,,,,,,,,,,,,Istanbul
"<strong content=""48500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">48.500.000 TRY</strong>",,460,,,,,,,,,,,,,,,,,,,,,Istanbul
"<strong content=""12500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.500.000 TL</strong>",19 Aralık 2024,130,,,,5,Giriş Katı,6-10 arası,,Kombi (Doğalgaz),,,Kiracılı,Evet,,,,,,,,,Istanbul
"<strong content=""23000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">23.000.000 TL</strong>",18 Aralık 2024,105,145m²,3+1,2,8,5,,Sıfır,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""12450000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.450.000 TL</strong>",18 Aralık 2024,85,115m²,2+1,2,10-20 arası,1,6-10 arası,İkinci El,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""3470000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.470.000 TL</strong>",18 Aralık 2024,85,90m²,2+1,1,4,3,4,İkinci El,Kombi (Doğalgaz),25.000  TL  (aylık),150  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""3280000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.280.000 TL</strong>",18 Aralık 2024,90,95m²,2+1,1,2,1,6-10 arası,İkinci El,Kombi (Doğalgaz),25.000  TL  (aylık),100  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""3700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.700.000 TL</strong>",18 Aralık 2024,52,75m²,1+1,1,10-20 arası,11,5,İkinci El,Kombi (Doğalgaz),,,Kiracılı,Hayır,,,,,,,,Tek Kat,Istanbul
"<strong content=""10700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.700.000 TL</strong>",18 Aralık 2024,96,113m²,3+1,2,4,1,,Sıfır,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""41000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">41.000.000 TL</strong>",18 Aralık 2024,220,300m²,4+1,3,8,8,,Sıfır,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Dubleks,Istanbul
"<strong content=""13950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">13.950.000 TL</strong>",18 Aralık 2024,140,170m²,4+1,2,8,4,26-30 arası,İkinci El,Merkezi Sistem,80.000  TL  (aylık),2.500  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""9250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">9.250.000 TL</strong>",19 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,8,4195,,Istanbul
"<strong content=""5750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.750.000 TL</strong>",18 Aralık 2024,95,120m²,3+1,1,4,2,5,İkinci El,Merkezi Sistem (Isı Payı Ölçer),40.000  TL  (aylık),750  TL  (aylık),Kiracılı,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""6000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.000.000 TL</strong>",18 Aralık 2024,71,88m²,2+1,1,3,Ara Kat,31-35 arası,İkinci El,Yok,,500  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""18000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">18.000.000 TL</strong>",18 Aralık 2024,55,77m²,2+1,2,4,3,,Sıfır,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""29500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">29.500.000 TL</strong>",18 Aralık 2024,240,260m²,4+1,2,3,1,16-20 arası,İkinci El,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""29500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">29.500.000 TL</strong>",18 Aralık 2024,150,200m²,4+1,3,10-20 arası,14,,Sıfır,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Dubleks,Istanbul
"<strong content=""2750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.750.000 TL</strong>",19 Aralık 2024,80,85m²,2+1,1,5,En Üst Kat,21-25 arası,,Kombi (Doğalgaz),25.000  TL  (aylık),,Mülk Sahibi,Hayır,,,,,,,,Tek Kat,Istanbul
"<strong content=""5650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.650.000 TL</strong>",18 Aralık 2024,230,245m²,3+2,2,5,En Üst Kat,21-25 arası,,Kombi (Doğalgaz),25.000  TL  (aylık),100  TL  (aylık),Kiracılı,Evet,,,,,,,,Dubleks,Istanbul
"<strong content=""14000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">14.000.000 TL</strong>",18 Aralık 2024,64,87m²,1+1,1,20 ve üzeri,5,1,İkinci El,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""23500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">23.500.000 TL</strong>",18 Aralık 2024,125,150m²,3+1,1,8,7,,Sıfır,Yerden Isıtma,,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""24950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">24.950.000 TL</strong>",18 Aralık 2024,105,135m²,3+1,2,10-20 arası,10,,Sıfır,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""19750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">19.750.000 TL</strong>",18 Aralık 2024,86,122m²,3+1,2,10-20 arası,8,,Sıfır,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""16600000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">16.600.000 TL</strong>",18 Aralık 2024,108,140m²,3+1,2,8,2,1,Sıfır,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""23500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">23.500.000 TL</strong>",18 Aralık 2024,125,150m²,3+1,2,8,7,,Sıfır,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""29800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">29.800.000 TL</strong>",18 Aralık 2024,78,130m²,3+1,2,10-20 arası,7,6-10 arası,İkinci El,Merkezi Sistem (Isı Payı Ölçer),,,Mülk Sahibi,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""85000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">85.000.000 TL</strong>",18 Aralık 2024,290,350m²,4+2,3,4,4,,,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,,Istanbul
"<strong content=""34950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">34.950.000 TL</strong>",18 Aralık 2024,185,240m²,4+1,2,9,2,5,İkinci El,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""22000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">22.000.000 TL</strong>",18 Aralık 2024,110,140m²,3+1,2,9,2,,Sıfır,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""14000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">14.000.000 TL</strong>",19 Aralık 2024,60,84m²,1+1,1,9,15,6-10 arası,İkinci El,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""19750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">19.750.000 TL</strong>",18 Aralık 2024,110,140m²,3+1,2,10,8,,Sıfır,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""129000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">129.000.000 TL</strong>",19 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Istanbul
"<strong content=""2050000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.050.000 TL</strong>",18 Aralık 2024,65,75m²,1+1,1,5,Giriş Katı,3,Sıfır,Kombi (Doğalgaz),16.000  TL  (aylık),200  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Giriş Kat,Istanbul
"<strong content=""340000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">340.000.000 TL</strong>",18 Aralık 2024,500,600m²,7+1,6 ve üzeri,4,4,26-30 arası,İkinci El,Merkezi Sistem (Isı Payı Ölçer),,,Mülk Sahibi,Evet,,,Sadece Mutfak,,Danışman,,,Çatı Dubleksi,Istanbul
"<strong content=""3750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.750.000 TL</strong>",17 Aralık 2024,75,85m²,2+1,1,7,1,16-20 arası,,Kombi (Doğalgaz),,,Kiracılı,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Ara Kat,Istanbul
"<strong content=""4250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.250.000 TL</strong>",17 Aralık 2024,80,,,,3,Giriş Katı,6-10 arası,,Yok,0  TL  (aylık),0  TL  (aylık),Kiracılı,Evet,,,,,,,,,Istanbul
"<strong content=""5400000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.400.000 TL</strong>",18 Aralık 2024,70,100m²,2+1,2,9,8,2,İkinci El,Merkezi Sistem (Isı Payı Ölçer),,1.800  TL  (aylık),Kiracılı,Evet,,,,,,,,,Istanbul
"<strong content=""18250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">18.250.000 TL</strong>",17 Aralık 2024,100,125m²,3+1,1,10-20 arası,13,6-10 arası,İkinci El,Merkezi Sistem (Isı Payı Ölçer),0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,,,,,,,Istanbul
"<strong content=""18500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">18.500.000 TL</strong>",18 Aralık 2024,250,300m²,4+1,3,2,1,26-30 arası,,Kombi (Doğalgaz),,,Mülk Sahibi,Evet,,,,,,,,,Istanbul
"<strong content=""17000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">17.000.000 TL</strong>",18 Aralık 2024,80,120m²,2+1,2,10-20 arası,9,,Sıfır,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""2150000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.150.000 TL</strong>",18 Aralık 2024,85,90m²,2+1,1,4,Ara Kat,6-10 arası,İkinci El,Kombi (Doğalgaz),15.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""14950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">14.950.000 TL</strong>",17 Aralık 2024,90,110m²,3+1,2,10-20 arası,10,6-10 arası,İkinci El,Merkezi Sistem (Isı Payı Ölçer),0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,,,,,,,Istanbul
"<strong content=""27500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">27.500.000 TL</strong>",17 Aralık 2024,183,250m²,2+1,2,3,Bahçe katı,6-10 arası,İkinci El,Kombi (Doğalgaz),65.000  TL  (aylık),1.500  TL  (aylık),Kiracılı,Evet,,,,,,,,Bahçe Dubleksi,Istanbul
"<strong content=""120500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">120.500.000 TL</strong>",17 Aralık 2024,270,355m²,5+1,3,20 ve üzeri,20 ve üzeri,2,İkinci El,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Ara Kat,Istanbul
"<strong content=""13700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">13.700.000 TL</strong>",17 Aralık 2024,160,185m²,3+1,2,3,Bahçe katı,21-25 arası,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Boş,Hayır,Kat İrtifakı,,Eşyasız,Kat İrtifakı,,,,,Istanbul
"<strong content=""3325000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.325.000 TL</strong>",18 Aralık 2024,50,65m²,2+1,1,4,Giriş Katı,6-10 arası,İkinci El,Kombi (Doğalgaz),20.000  TL  (aylık),,Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Giriş Kat,Istanbul
"<strong content=""8350000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.350.000 TL</strong>",18 Aralık 2024,,,,,10-20 arası,Ara Kat,6-10 arası,,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,,Istanbul
"<strong content=""3750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.750.000 TL</strong>",17 Aralık 2024,120,130m²,3+1,1,,Garden Floor,Between 6-10,Second Hand,,18.000  TL  (aylık),,Occupied By Property Owner,Yes,Condominium,,Unfurnished,Condominium,Agent,,,Garden Floor,Istanbul
"<strong content=""11350000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.350.000 TL</strong>",17 Aralık 2024,62,82m²,1+1,1,20+,6,Between 6-10,New Building,Central System (Heat Share Meter),65.000  TL  (aylık),4.000  TL  (aylık),Vacant,Yes,,,,,,,,Tek Kat,Istanbul
"<strong content=""2550000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.550.000 TL</strong>",17 Aralık 2024,85,90m²,2+1,1,5,Bahçe katı,6-10 arası,İkinci El,Kombi (Doğalgaz),14.000  TL  (aylık),200  TL  (aylık),Mülk Sahibi,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Bahçe Katı,Istanbul
"<strong content=""18900000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">18.900.000 TL</strong>",17 Aralık 2024,108,145m²,3+1,2,6,3,0,Sıfır,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,,,,,,,Istanbul
"<strong content=""3199000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.199.000 TL</strong>",17 Aralık 2024,80,90m²,2+1,1,6,5,26-30 arası,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,,Istanbul
"<strong content=""2995000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.995.000 TL</strong>",17 Aralık 2024,120,130m²,3+1,1,4,1,26-30 arası,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Kiracılı,Hayır,,,,,,,,,Istanbul
"<strong content=""3500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.500.000 TL</strong>",17 Aralık 2024,170,,,,3,Giriş Katı,1,,Yok,0  TL  (aylık),0  TL  (aylık),Kiracılı,Evet,,,,,,,,,Istanbul
"<strong content=""6250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.250.000 TL</strong>",17 Aralık 2024,,,,,4,Bodrum Kat,26-30 arası,,Yok,0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Hayır,,,,,,,,,Istanbul
"<strong content=""3400000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.400.000 TL</strong>",17 Aralık 2024,75,85m²,2+1,1,10,Giriş Katı,0,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,,,,,,,Istanbul
"<strong content=""7995000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.995.000 TL</strong>",17 Aralık 2024,175,200m²,5+2,2,3,3,6-10 arası,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,Dubleks,Istanbul
"<strong content=""3100000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.100.000 TL</strong>",17 Aralık 2024,85,,,,3,Giriş Katı,6-10 arası,,Yok,0  TL  (aylık),0  TL  (aylık),Kiracılı,Evet,,,,,,,,,Istanbul
"<strong content=""2450000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.450.000 TL</strong>",17 Aralık 2024,28,,,,3,Giriş Katı,6-10 arası,,Yok,0  TL  (aylık),0  TL  (aylık),Kiracılı,Evet,,,,,,,,,Istanbul
"<strong content=""2395000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.395.000 TL</strong>",17 Aralık 2024,95,100m²,2+1,1,3,3,26-30 arası,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Boş,Hayır,,,,,,,,,Istanbul
